id,regel,modul,severity,status,location,titel,problem,vorschlag,confidence
186,konsistenz,Vertrieb – Aufträge & Rechnungen,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Customer/Deal/DealInvoiceController.php (legacy) vs. app/Http/Controllers/Invoice/InvoiceController.php (neu),"Zwei parallele, inkonsistente Rechnungssysteme: DealInvoice (legacy) und Invoice (neu)","Das System betreibt zwei vollständig getrennte Rechnungs-Entitäten: deal_invoices (DealInvoice-Modell, einfache Felder, Listenansicht unter /deal/invoices) und invoices (Invoice-Modell, volle CRUD-Canvas-Logik unter admin/invoices). Beide hängen an Deals, haben aber unterschiedliche Felder (invoice_number vs. invoice_no, invoice_amount vs. total_amount, status-Werte 'open' vs. 'draft/sent/paid'). Im Auftragsprofil (profile()) werden deal_invoices geladen, das Invoice-Canvas läuft über invoices. Es gibt keine Synchronisierung zwischen beiden Systemen.","Klare Entscheidung treffen: DealInvoice als Altlast migrieren auf Invoice, oder beide Systeme klar trennen und im UI deutlich kennzeichnen. Mindestens das Auftragsprofil auf das neuere Invoice-System umstellen und deal_invoices deprecieren. Fehlende Migration dokumentieren.",hoch
187,konsistenz,Projekte & Planer,mittel,unverifiziert (mittel/niedrig),resources/views/admin/appointments/show.blade.php:1640,Englischer UI-Text 'Next Step' in deutschsprachiger Oberfläche,"Das Label `<span class=""ap-report-next-label"">Next Step</span>` erscheint zweimal (Z. 1640 und 2254) in einer ansonsten deutschen UI. Benachbarter Text lautet 'Nächster Schritt' (Z. 1901) und 'Nächster Schritt kurz …' (Z. 1599). Das erzeugt einen inkonsistenten Sprachwechsel im gleichen UI-Bereich.",`Next Step` durch `Nächster Schritt` ersetzen (konsistent mit Z. 1901). Alle UI-Texte auf Englischfragmente prüfen und systematisch übersetzen.,hoch
188,konsistenz,Personal / HR,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/Employee/Profile/LeaveController.php:71,990,1057","user.name als Mitarbeiter-ID ist ein fragiles, undokumentiertes Design-Antimuster","auth()->user()->name wird an drei Stellen als employees.id-Ersatz verwendet (Zeilen 71, 990, 1057). Gleiches Muster in EmployeeController (Zeile 1117: User::where('name', $id)->first()). Das 'name'-Feld der User-Tabelle enthält also eine numerische Mitarbeiter-ID — entgegen allen Laravel-Konventionen. Jede Umbenennung eines Users oder Migration auf echte Usernamen bricht die gesamte Leave-Logik und Profil-Verknüpfung.",Eine eigene Spalte users.employee_id (FK auf employees.id) einführen. currentEmployeeId() auf auth()->user()->employee_id umstellen. Migration mit Datentransfer schreiben.,hoch
189,konsistenz,Artikel,mittel,unverifiziert (mittel/niedrig),app/Models/Product.php:53-86,Zwei widersprüchliche Distributor-Relationen auf Product-Model,"Product::distributor() verknüpft über die Pivot-Tabelle distributor_product, Product::distributors() verknüpft über distributor_prices als Pivot, und Product::distributorLinks() ist ein dritter Alias für distributor_product. Im Controller werden distributor() und distributors() abwechselnd und teils bedingungsbasiert eingesetzt (store() Zeilen 1104-1118). Dies führt zu Inkonsistenz: Sync auf distributor_product und Sync/Read auf distributor_prices meinen unterschiedliche Datensätze.","Klare Trennung: distributor() für die reine M2M-Zuordnung (distributor_product), prices() für die Preistabelle. distributors() umbenennen oder entfernen. Alle Controller-Stellen auf die eindeutige Relation normieren.",hoch
190,konsistenz,Lager,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/Inventory/InventoryController.php:735, 769",Inkonsistenter JSON-Response-Schlüssel in InventoryController (success vs. status),"store() (Zeile 769) gibt {'status': true, 'message': ...} zurück, während alle anderen Methoden des selben Controllers (storeAjax, updateAjax, destroyAjax, useProductAjax) {'success': true} verwenden. Frontend-Code, der einheitlich auf 'success' prüft, verarbeitet store()-Antworten falsch.","In store() den Schlüssel 'status' durch 'success' ersetzen, um das einheitliche Muster des Controllers beizubehalten.",hoch
191,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"routes/web.php: 'ids.inline_back', 'ids.local_search', 'employee.dashboard.hr_widget', 'new_leads.neighbor', 'customer_search', 'branch_search'",Route-Namen: 125 gemischte dot+underscore-Namen neben 19 reinen underscore-Namen,"Laravel-Konvention ist dot-Notation für Namespace-Trennung (z. B. 'admin.customer.index'). Gleichzeitig existieren 19 reine Underscore-Namen ohne Namespace ('customer_search', 'calendar_feed') und 125 gemischte Namen ('ids.inline_back' statt 'ids.inline-back' oder 'ids.back-inline').","Einheitlich dot-Notation für Namespaces, kebab-case für Segmente: 'ids.inline-back', 'employee.dashboard.hr-widget' usw. Underscore in Route-Namen vermeiden.",mittel
192,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"resources/views/admin/ (breaking-news/, supplier-connectors/, system-warning/ vs. customer_economic_calculation/, daily_report/, lead_email/, weather_station/)",Blade-View-Verzeichnisse: snake_case- und kebab-case-Ordner gemischt,"15 View-Verzeichnisse nutzen snake_case, 3 nutzen kebab-case. Kein einheitliches Muster. Da Laravel-View-Pfade Punkte als Trennzeichen nutzen, macht die Verzeichnisstruktur keinen funktionalen Unterschied, aber die Inkonsistenz erschert die Navigation.","snake_case als Standard für View-Verzeichnisse wählen (Mehrheit) und die 3 kebab-case-Verzeichnisse umbenennen: breaking-news → breaking_news, supplier-connectors → supplier_connectors, system-warning → system_warning.",mittel
193,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/CostingSetController.php:43,135,224 ('ok'), app/Http/Controllers/CustomerHeatingCircuitController.php:69 ('success'), app/Http/Controllers/CustomerSuggestEmployeeController.php:80 ('status')","JSON-Response-Keys inkonsistent: 'success', 'ok', 'status' für dieselbe Semantik","Für positive AJAX-Responses existieren 3 verschiedene Keys: 'success' (92 Controller), 'ok' (26 Controller), 'status' (27 Controller). Frontend-Code muss unterschiedlich auf verschiedene Endpoints reagieren. CostingSetController nutzt ausschließlich 'ok', CustomerHeatingCircuitController 'success' – beide im selben Modul-Bereich.","Standard: { success: true|false, message: '...' } für alle JSON-Responses. Alle 'ok' und 'status: ok/updated/deleted' auf 'success: true' migrieren.",hoch
194,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"resources/views/admin/todo/personal/task_details.blade.php:181 (date('d, M Y'...)), resources/views/admin/offer/view/offer_view.blade.php:356 (isoFormat('DD.MM.YY')), resources/views/admin/customer_profile.blade.php:2425 (format('Y-m-d') für Formularwert)","Datumsformate inkonsistent: d.m.Y (100x), Y-m-d (46x), 'd, M Y' (English) und weitere","Datumswiedergabe nutzt: 'd.m.Y' (DE-Standard, 100x), 'Y-m-d' (ISO, 46x), 'd, M Y' (Englisch, in task_details.blade.php), 'DD.MM.YY' (Kurzjahr, isoFormat), 'd. M Y' (7x), 'd.m.Y H:i' (97x). English-Monatsnamen (Jan, Feb) tauchen in deutschen Texten auf.",Anzeigeformat: 'd.m.Y' (bzw. 'd.m.Y H:i') als DE-Standard. Input-Felder: 'Y-m-d'. Englische Monatsabkürzungen durch Carbon-Locale-Aware-Format oder manuelles Mapping ersetzen. Carbon::setLocale('de') in AppServiceProvider setzen.,mittel
195,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"resources/views/admin/customer/customer_details.blade.php:262,376, resources/views/admin/customer_details.blade.php (mehrfach)",Zahlenformat: number_format() ohne DE-Dezimaltrenner an 135 Stellen neben 265 mit korrektem DE-Format,"DE-Konvention: Komma als Dezimaltrenner, Punkt als Tausendertrenner (number_format($x, 2, ',', '.')). An 135 Stellen wird number_format($x, 2) ohne Trennzeichen genutzt, was englisches Format (1234.56) ausgibt. Betroffen sind Prozentwerte in customer_details, die optisch inkonsistent zu Preisangaben daneben sind.","Einheitlich number_format($x, 2, ',', '.') für alle Anzeige-Zahlen in der deutschen UI. Für Prozent reicht 0 Dezimalstellen: number_format($x, 0, ',', '.').",mittel
196,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"app/Models/UserRoll.php:8, app/Models/AddEmployeeToProject.php, app/Models/AddImageToSet.php, app/Models/AddProductToSet.php, app/Models/SendEmail.php","Namenskonvention Model: 'UserRoll' statt 'UserRole', 'AddEmployeeToProject' (Verb-Prefix), 'SendEmail' als Model","'UserRoll' ist ein Rechtschreibfehler (englisch: Role). Das Model wird in Blade-Templates auch als Text erwähnt ('Nur Benutzer mit UserRoll Administrator'). Zusätzlich haben 4 Modelle Verb-Prefix-Namen (AddEmployeeToProject, SendEmail) – Laravel-Konvention schreibt Substantive im Singular vor (ProjectEmployee, EmailRecord o. Ä.).","UserRoll → UserRole umbenennen (Migration table 'user_roles', Klasse 'UserRole'). Verb-Prefix-Modelle in Pivot- oder Noun-Form umbenennen. Da UserRoll im ganzen System referenziert wird, Migration in Etappen durchführen.",hoch
197,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/BuildingTypeValueController.php:71,111,123,125, app/Http/Controllers/RentPropertyController.php:144, app/Http/Controllers/BranchContractDetailsController.php:141, app/Http/Controllers/ArticleGroup/SubArticleGroupController.php:103, app/Http/Controllers/Product/TilesController.php:60",Typos in Controllern: 'erfulgreich'/'wurd' in Flash-Meldungen – 30+ Stellen in Produktionscode,"An 30+ Stellen (inkl. aktiver Produktions-Controller, nicht nur Old/) erscheint 'erfulgreich' statt 'erfolgreich' und 'wurd' statt 'wurde'. Die Meldungen erscheinen dem Benutzer direkt als Toast-Notifications.","Suchen nach 'erfulgreich' und 'wurd ' (mit Leerzeichen) und korrekte Schreibweise einsetzen: 'erfolgreich', 'wurde'.",hoch
198,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/CustomerChecklistController.php (root) vs. app/Http/Controllers/Customer/CustomerCardNoteController.php (subdirectory),Namenskonvention Controller: Kein einheitliches Prinzip für Hierarchie (Root-Level vs. Subdirectory),"14 Customer*-Controller liegen direkt im Root-Verzeichnis (CustomerChecklistController, CustomerHeatingCircuitController usw.), während ein Customer/-Unterverzeichnis mit 20 weiteren Customer-Controllern existiert. Analoges Muster bei Employee: EmployeeDashboardController und EmployeeDepartmentController im Root, alles andere in Employee/.",Alle fachlich zugehörigen Controller in das jeweilige Unterverzeichnis verschieben. Namespaces anpassen. Routes-Import-Referenzen aktualisieren.,mittel
199,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),resources/views/admin/checklist/profitablity_calculation/ (Verzeichnis),Tippfehler im Verzeichnisnamen: 'profitablity_calculation' (fehlendes 'i'),"Das Verzeichnis heißt 'profitablity_calculation' statt 'profitability_calculation'. Da Laravel view()-Pfade direkt Verzeichnisnamen verwenden, muss der falsche Name in allen view()-Aufrufen und @include-Direktiven mitgeschleppt werden.",Verzeichnis umbenennen zu 'profitability_calculation' und alle Referenzen aktualisieren.,hoch
200,konsistenz,Querschnitt,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/PlaningController.php (Dateiname), resources/views/admin/planing/ (Verzeichnis)",Controller-Tippfehler: 'PlaningController' statt 'PlanningController','Planning' mit doppeltem 'n' ist die korrekte englische Schreibweise. Sowohl der Controller als auch das View-Verzeichnis 'planing/' sind falsch geschrieben. Parallel existiert korrekt 'Planner/' als Unterverzeichnis.,"PlaningController → PlanningController umbenennen, Verzeichnis planing/ → planning/ umbenennen, Routen-Import anpassen.",hoch
201,modal,CRM – Anfragen,mittel,unverifiziert (mittel/niedrig),resources/views/admin/inquiry/contact_list.blade.php:2520-2550,Eigenbau-Modals in contact_list ohne role=dialog und aria-modal – fehlende A11y,"Die Eigenbau-Modals globalInfoModal und globalDeleteModal verwenden nur CSS-Klassen (.oc-modal-backdrop) ohne semantische ARIA-Attribute (kein role='dialog', kein aria-modal='true', kein aria-labelledby). Das Delete-Modal enthaelt als Bestaetigung-CTA ein <a href='#'>-Element statt eines <button type='button'>, was weder keyboard-fokussierbar noch semantisch korrekt ist. Im Gegensatz dazu haben die Modals in contact.blade.php role='dialog' und aria-modal='true'.",An globalInfoModal und globalDeleteModal die Attribute role='dialog' aria-modal='true' aria-labelledby='<title-id>' ergaenzen. Den <a href='#'>-Loesch-Button durch <button type='button'> ersetzen. Fokus-Trap beim Oeffnen implementieren.,hoch
202,plausibilitaet,Dashboard & Berichte,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/EmployeeDashboardController.php:137,Urlaubs-Gesamttage werden als Summe aus verbrauchten + verbleibenden Tagen berechnet,"$annualLeaveTotal = $vacationDaysUsed + $vacationDaysRemain nimmt an, dass remaining_day die tatsächlich noch verfügbaren Tage im Jahresbudget darstellt. Der Wert wird aber aus dem neuesten Eintrag (lastLeaveRow) gezogen, der systembedingt 0 sein kann (alle Einträge verbraucht). Das ergibt einen Gesamtwert, der vom echten Jahresbudget abweichen kann. Dieselbe Logik ist in mobile() dupliziert (Zeile 312).","Urlaubs-Gesamtanspruch direkt aus dem Employee-Profil (z.B. employees.leave_days oder einer Konfigurationstabelle) lesen, nicht als Summe aus zwei Transaktionswerten berechnen.",mittel
203,plausibilitaet,CRM – Kommunikation,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Email/LeadEmailReaderController.php:50,SSL-Zertifikat-Validierung beim IMAP-Abruf deaktiviert,'validate_cert' => false ist beim produktiven IMAP-Client hartcodiert. Dadurch ist die Verbindung anfällig für Man-in-the-Middle-Angriffe; E-Mail-Inhalte und Zugangsdaten können abgefangen werden. Im testConnection()-Pendant (LeadEmailAccountsController:167) ist validate_cert => true gesetzt – inkonsistente Behandlung.,"validate_cert auf true setzen und sicherstellen, dass der Server ein gültiges Zertifikat hat. Wenn selbst-signierte Zertifikate nötig sind, dies konfigurierbar machen (z.B. per .env IMAP_VALIDATE_CERT=true).",hoch
204,plausibilitaet,CRM – Anfragen,mittel,unverifiziert (mittel/niedrig),app/Http/Controllers/Inquiry/InquiryController.php:91-133,validateInquiryRequest() erlaubt vollstaendig leere Anfragen (alle Felder nullable),"Die gemeinsame Validierungsregel validateInquiryRequest() markiert saemtliche Kundendatenfelder als nullable: name, lastname, email, phone, description, pre_type, street, city, postcode usw. Lediglich branch_id ist required. Das erlaubt das Speichern komplett leerer Anfragen (bis auf die Niederlassung). Der spaetere Verifizierungsschritt (InquiryVerificationController) erzwingt Felder, aber bis dahin koennen Phantomdatensaetze entstehen.","Mindestvalidierung fuer Kernfelder einfuehren, z.B. required_without_all fuer Kombination name+firma+email oder zumindest eine der drei Kontaktmoeglichkeiten (phone, telephone, email) als required_without_all.",mittel
205,plausibilitaet,CRM – Leads & Kunden,mittel,unverifiziert (mittel/niedrig),"app/Http/Controllers/Customer/NewLeadsController.php:605,606,607",Kundennummer-Generierung per mt_rand ohne DB-Unique-Constraint – Race Condition möglich,"Die Kundennummer wird via do-while mt_rand (L606) mit anschließendem exists()-Check (L607) generiert. Obwohl dies innerhalb einer DB::transaction liegt, besteht bei gleichzeitigen Anfragen eine TOCTOU-Race-Condition, da kein SELECT FOR UPDATE oder datenbankbasierter Unique-Constraint auf customer_no existiert (Migration L17: nur nullable string, kein unique()). Zwei simultane Requests können dieselbe Zufallsnummer belegen.",In der Migration customer_no als UNIQUE INDEX anlegen. Beim Insert dann auf doppelten Unique-Constraint reagieren (try/catch IntegrityConstraintViolationException) statt des unsicheren Pre-Check-Musters. Alternativ Auto-Increment-basierte Sequenz verwenden.,mittel
